no,first_name,last_name,yr,pos,app,gs,w,l,sv,cg,ip,h,r,er,bb,k,k_7,hr,era,team_name,division
2,Laney,Waguespack,Freshman,P/UTL,21,1,6,0,3,0,47.2,46,25,20,22,33,4.85,2,2.94,Copiah-Lincoln,2
9,Elena,Thompson,Sophomore,P,10,0,0,0,0,0,10,7,9,7,8,4,2.8,1,4.9,Copiah-Lincoln,2
18,Mckinleigh,Evans,Sophomore,P,34,5,12,8,1,1,145.2,154,116,86,89,93,4.47,17,4.13,East Central (MS),2
21,Emily,Collins,Freshman,"P,UTL",27,3,5,3,2,2,104.1,118,76,57,45,108,7.25,18,3.82,East Central (MS),2
7,Caroline,Jackson,Sophomore,P,28,0,5,0,1,0,64.1,77,48,33,34,28,3.05,7,3.59,East Central (MS),2
1,Janci,Aube,Freshman,"P,OF",3,0,0,0,1,0,6,9,13,5,6,1,1.17,1,5.83,East Central (MS),2
8,Laken,Firth,Sophomore,P/INF,27,24,6,18,1,18,137.2,196,137,91,28,55,2.8,21,4.63,East Mississippi,2
31,Carys,Goodwin,Freshman,P/INF,18,9,4,8,0,3,67,122,95,54,24,37,3.87,4,5.64,East Mississippi,2
17,Lana,Atkins,Freshman,P/OF,21,12,0,10,0,4,59,96,108,66,67,36,4.27,6,7.83,East Mississippi,2
9,Celeste,Study,Sophomore,INF/P,5,3,1,1,0,1,18.1,23,18,8,12,6,2.29,1,3.05,East Mississippi,2
9,Riley,Myers,Freshman,P,22,1,5,7,0,0,73.2,88,68,51,40,48,4.56,9,4.85,Hinds,2
11,Kendall,Calloway,Sophomore,P/U,21,2,1,11,0,0,66.2,77,76,61,60,30,3.15,9,6.4,Hinds,2
24,Melina,Seiferd,Sophomore,P/1B,19,3,1,13,0,0,58.2,94,93,61,41,22,2.63,3,7.28,Hinds,2
15,Kat,Smith,Freshman,P/1B,24,0,1,4,0,0,53.2,70,50,32,14,12,1.57,5,4.17,Hinds,2
12,Kasey,Simmons,Freshman,P/1B,10,0,0,2,0,0,17.1,15,33,24,39,15,6.06,0,9.69,Hinds,2
3,Avery,Parrott,Sophomore,IF/P,3,0,0,0,0,0,2.2,9,6,6,2,0,0,0,15.75,Hinds,2
22,Elleigh,Willis,Sophomore,P/INF,25,21,12,7,0,13,127,123,69,48,45,78,4.3,13,2.65,Holmes,2
23,Emmagail,Kelley,Sophomore,P,24,21,9,9,0,11,114.1,155,87,68,20,40,2.45,9,4.16,Holmes,2
6,Kasandra,Gaona,Freshman,P,12,4,2,5,0,1,35.1,46,25,20,15,13,2.58,4,3.96,Holmes,2
7,Neera,Bell,Freshman,INF,14,3,2,2,0,1,31.2,27,25,11,32,29,6.41,0,2.43,Holmes,2
17,Chesney,Beckham,Freshman,P,2,0,0,0,0,0,2.1,5,3,3,4,0,0,0,9,Holmes,2
14,Emily,Robinson,Sophomore,P,28,3,14,8,0,1,139,128,70,48,35,147,7.4,7,2.42,Itawamba,2
5,Hallie,Turner,Freshman,P,15,0,6,2,0,0,60.2,49,42,22,60,53,6.12,5,2.54,Itawamba,2
11,Julia,Shaw,Freshman,P,15,1,5,6,0,0,52,47,38,26,30,40,5.38,6,3.5,Itawamba,2
18,Haylee,Alberson,Sophomore,P,17,0,4,2,0,0,51.2,52,30,18,23,48,6.5,1,2.44,Itawamba,2
4,Hanna Grace,Gillean,Freshman,UT,1,0,0,0,0,0,0.2,2,4,4,3,1,10.5,0,42,Itawamba,2
34,Holly,Craft,Sophomore,P,28,23,18,2,1,13,137.2,84,50,43,43,160,8.14,21,2.19,Jones,2
17,Nia,Luckett,Sophomore,P/OF,26,18,16,5,2,11,121,92,49,41,56,138,7.98,10,2.37,Jones,2
7,Hanna,Zeitz,Sophomore,P,22,16,12,3,1,10,91,99,47,40,27,65,5,9,3.08,Jones,2
20,Meg,Vinson,Freshman,P,13,3,4,0,1,3,29.2,19,10,8,10,29,6.84,1,1.89,Jones,2
2,Chloe,Bennett,Sophomore,RHP,42,29,25,6,3,16,193,146,82,67,55,240,8.7,23,2.43,LSU Eunice,2
26,Emma,Shepherd,Sophomore,LHP,30,18,7,6,0,2,88.1,97,76,56,30,49,3.88,15,4.44,LSU Eunice,2
12,Landri,Campbell,Freshman,RHP,26,9,4,5,1,2,69.2,75,54,36,34,57,5.73,11,3.62,LSU Eunice,2
9,Allie,Bland,Freshman,RHP,20,3,5,1,0,0,34.2,49,35,20,21,14,2.83,1,4.04,LSU Eunice,2
25,Demi,DeHerrera,Freshman,INF,11,2,0,1,0,0,10.1,22,22,19,13,6,4.06,2,12.87,LSU Eunice,2
5,LAUREN,BROOKS,Freshman,P/IF,23,21,7,14,0,15,120,126,91,69,58,81,4.73,5,4.02,Meridian,2
7,SARA,GAYLORD,Sophomore,P,22,22,3,14,0,6,92,112,96,73,43,29,2.21,9,5.55,Meridian,2
30,PHALLYN,CLARK,Freshman,P,24,3,4,5,1,2,57.2,63,42,36,13,36,4.37,6,4.37,Meridian,2
15,LYNNZIE,KENNEDY,Freshman,P/UT,5,1,0,0,0,0,15.1,21,15,12,7,11,5.02,0,5.48,Meridian,2
25,Madison,Melton,Freshman,LHP,33,23,2,15,0,17,156,286,230,166,44,85,3.81,21,7.45,Mississippi Delta,2
16,Sara Bess,Morgan,Freshman,LHP,20,12,0,6,0,7,60.2,124,107,75,28,13,1.5,7,8.65,Mississippi Delta,2
1,Taryn,Clark,Sophomore,RHP,12,12,0,9,0,4,40.2,69,57,38,14,15,2.58,5,6.54,Mississippi Delta,2
6,Mckenna,Brown,Freshman,LHP/OF,6,1,0,0,0,0,6.2,22,17,15,10,2,2.1,3,15.75,Mississippi Delta,2
5,Jett,Harrell,Freshman,P/OF,32,15,20,6,3,12,168,156,89,67,60,124,5.17,12,2.79,Mississippi Gulf Coast,2
24,Kylie,Burnette,Freshman,P,34,26,11,6,0,4,100.1,122,75,56,15,43,3,13,3.91,Mississippi Gulf Coast,2
6,Kennedy,Brown,Sophomore,P,30,10,5,3,5,0,58.2,70,39,26,16,32,3.82,9,3.1,Mississippi Gulf Coast,2
11,Abby,Vance,Sophomore,P/UTL,10,5,2,3,0,2,34.2,30,27,18,24,18,3.63,1,3.63,Mississippi Gulf Coast,2
8,Taylor,Styers,Freshman,P/2B,12,0,0,1,0,0,10.2,21,12,8,6,5,3.28,0,5.25,Mississippi Gulf Coast,2
3,Madisyn,Cobbs,Sophomore,P,6,2,0,2,0,0,8.1,13,16,15,9,5,4.2,1,12.6,Mississippi Gulf Coast,2
7,Emma,Dempsey,Sophomore,P,25,19,17,4,2,14,126.1,111,62,53,37,127,7.04,15,2.94,Northeast Mississippi,2
4,Cassidy,Duskin,Sophomore,P/OF,24,18,10,8,5,13,120,92,61,43,25,111,6.48,4,2.51,Northeast Mississippi,2
12,Madison,Bowman,Freshman,P,12,7,7,0,0,5,42.1,41,23,18,12,43,7.11,3,2.98,Northeast Mississippi,2
8,Ava,Meeks,Freshman,P/OF,8,5,3,0,0,0,26,29,16,13,12,24,6.46,1,3.5,Northeast Mississippi,2
11,Janna,Shaw,Freshman,P/OF,6,4,4,1,0,2,26,21,10,7,5,15,4.04,1,1.88,Northeast Mississippi,2
18,Sarah,Hindman,Freshman,P/INF,2,1,0,0,0,0,4,7,6,2,2,2,3.5,0,3.5,Northeast Mississippi,2
22,Gabby,Dickerson,Sophomore,P,22,19,14,4,0,8,109,81,51,43,51,131,8.41,10,2.76,Northwest Mississippi,2
12,Kylee,Brown,Sophomore,P,15,10,4,2,0,6,65,38,25,14,26,75,8.08,3,1.51,Northwest Mississippi,2
18,Allyson,Harrison,Freshman,P/INF,15,11,9,3,0,3,59,42,28,18,19,71,8.42,1,2.14,Northwest Mississippi,2
14,Neely,Cooper,Freshman,P,10,1,4,1,1,0,29.1,23,14,8,9,26,6.2,1,1.91,Northwest Mississippi,2
13,Caylie,Streich,Freshman,P,4,0,0,0,0,0,3,5,2,2,2,1,2.33,0,4.67,Northwest Mississippi,2
16,Shelby,Payne,Freshman,P/UTL,1,0,0,0,0,0,0.2,4,3,3,0,0,0,0,31.5,Northwest Mississippi,2
33,Brinson Anne,Rogers,Sophomore,P,28,22,20,4,1,18,160.1,71,42,24,41,267,11.66,7,1.05,Pearl River,2
2,Natalie,Herrington,Freshman,RHP,28,20,15,6,0,15,143.2,109,50,31,26,129,6.29,4,1.51,Pearl River,2
26,Bella,Crawley,Freshman,P,10,7,4,1,1,3,34,33,21,16,17,33,6.79,1,3.29,Pearl River,2
14,Mya,Young,Freshman,RHP,8,6,3,1,0,2,23,33,20,17,11,12,3.65,2,5.17,Pearl River,2
4,Bryn,Daughtery,Freshman,RHP/INF,3,1,1,0,0,0,6,7,6,2,3,5,5.83,2,2.33,Pearl River,2
6,Lizzie,Weems,Freshman,RHP,2,0,0,0,0,0,3,10,5,5,1,3,7,0,11.67,Pearl River,2
12,Mia,Pumila,Sophomore,P,23,22,7,12,0,11,120.1,145,82,63,23,52,3.02,8,3.66,Southwest Mississippi,2
23,Emme,Wallace,Sophomore,P,28,7,5,5,0,2,75.1,110,66,55,17,28,2.6,12,5.11,Southwest Mississippi,2
5,Madi,Smith,Sophomore,P/UT,13,11,2,7,0,2,36.1,65,53,36,20,18,3.47,7,6.94,Southwest Mississippi,2
27,Lana,Dalton,Freshman,P,14,5,3,3,0,1,27,35,31,17,15,21,5.44,2,4.41,Southwest Mississippi,2
14,Lana,Bridges,Sophomore,P,5,1,0,1,0,0,6.1,11,16,15,10,5,5.53,1,16.58,Southwest Mississippi,2
15,Angelle,Delcambre,Freshman,P,4,0,0,0,0,0,3.2,7,7,5,5,1,1.91,0,9.55,Southwest Mississippi,2
26,AnnElise,Elrod,Freshman,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southwest Mississippi,2
3,Kyleigh,Weller,Sophomore,P/OF/1B,35,2,18,7,0,0,163.2,151,77,46,18,118,5.05,8,1.97,Danville Area,2
4,Raven,Morrison,Sophomore,P/3B/SS,30,1,8,8,6,1,107.2,85,59,32,41,131,8.52,6,2.08,Danville Area,2
5,Rylee,Richey,Freshman,P/1B/OF,25,0,12,5,0,0,104.1,99,69,43,48,131,8.79,8,2.88,Danville Area,2
28,Makenzee,Legg,Sophomore,P,24,0,5,3,1,0,52.1,58,37,24,20,39,5.22,2,3.21,Danville Area,2
4,Morgan,Malone,Freshman,P/INF,31,9,7,6,2,2,102.1,147,87,77,27,72,4.93,15,5.27,Heartland,2
7,Lauren,Shively,Sophomore,P/INF,24,16,1,11,0,2,75,130,94,67,20,53,4.95,13,6.25,Heartland,2
18,Amber,Teimeyer,Freshman,P/INF,22,12,3,9,0,1,70,126,92,61,12,37,3.7,6,6.1,Heartland,2
18,Kiersten,Manning,Sophomore,P/1B,23,0,10,7,0,0,134,98,56,47,47,204,10.66,15,2.46,Illinois Central,2
8,Olivia,Drish,Sophomore,P/Corner,25,0,11,8,0,0,122,157,88,78,52,89,5.11,11,4.48,Illinois Central,2
16,Amber,Lee,Sophomore,P/2B,11,0,2,1,1,0,34,55,39,30,8,10,2.06,6,6.18,Illinois Central,2
11,Gracie,White,Freshman,OF,2,0,0,0,0,0,5.1,8,3,3,1,3,3.94,0,3.94,Illinois Central,2
7,Bridget,Gillroy,Freshman,P,4,0,0,0,0,0,4,7,16,9,11,3,5.25,0,15.75,Illinois Central,2
23,Carlye,Ornellas,Sophomore,P/OF,28,23,6,15,0,11,114.2,206,144,93,22,37,2.26,15,5.68,Lewis &amp; Clark,2
44,Taylor,Whitehead,Sophomore,P,20,15,8,7,0,13,107,97,63,38,26,112,7.33,11,2.49,Lewis &amp; Clark,2
18,Leah,Link,Sophomore,OF/P,13,5,0,1,0,2,36.2,74,64,43,23,6,1.15,11,8.21,Lewis &amp; Clark,2
7,Madeline,Strieker,Sophomore,OF/P,2,1,0,1,0,0,5.2,10,9,6,3,3,3.71,0,7.41,Lewis &amp; Clark,2
3,Karley,Moore,Freshman,P/INF,23,20,5,15,0,9,110,166,122,97,28,103,6.55,13,6.17,Lincoln Land,2
14,Bailey,Teasley,Freshman,P,23,21,4,15,0,9,102,156,113,77,32,83,5.7,18,5.28,Lincoln Land,2
19,Maranda,File,Freshman,P/INF,21,3,2,2,0,1,41.1,71,56,33,13,12,2.03,7,5.59,Lincoln Land,2
0,Torrie,McAdams,Freshman,P/INF,4,1,1,1,0,0,8,10,6,1,4,7,6.13,0,0.88,Lincoln Land,2
23,Macy,Pierce,Freshman,U,1,0,0,0,0,0,0.1,2,2,2,0,0,0,0,42,Lincoln Land,2
7,Gatlyn,Etter,Sophomore,INF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lincoln Land,2
16,Amelia,Telger,Freshman,INF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lincoln Land,2
12,Karley,Yergler,Freshman,P /  1B / OF,40,34,28,9,2,22,204.1,135,60,47,49,301,10.31,10,1.61,Parkland,2
11,Ellie,Vetter,Freshman,P / OF,24,21,11,2,1,6,97.2,67,28,24,41,113,8.1,4,1.72,Parkland,2
7,Ryleigh,Owens,Freshman,P / OF,27,6,11,1,1,2,84,47,20,15,22,121,10.08,1,1.25,Parkland,2
5,Izzy,Sheets,Freshman,P,6,3,2,0,0,1,12.2,14,5,4,3,20,11.05,2,2.21,Parkland,2
19,Marina,Rohman,Freshman,P,2,0,0,0,0,0,5,2,0,0,1,3,4.2,0,0,Parkland,2
9,Leeann,VandeVoorde,Sophomore,P,27,0,11,5,2,0,111.1,112,56,48,19,66,4.15,0,3.02,Spoon River,2
16,Allyson,Harrold,Freshman,P,29,0,12,6,3,0,109.2,107,52,41,20,95,6.06,0,2.62,Spoon River,2
18,Lauren,Sinks,Sophomore,P,26,0,6,3,0,0,70.1,96,54,38,31,48,4.78,3,3.78,Spoon River,2
1,Brooke,Hampton,Freshman,P/OF,18,1,4,2,1,0,45.1,54,45,21,25,53,8.18,1,3.24,Spoon River,2
25,Tela,Meech,Freshman,P,12,0,2,1,0,0,26.1,37,20,15,9,5,1.33,0,3.99,Spoon River,2
10,Kylie,Morton,Freshman,SS/Util,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,Spoon River,2
25,Jordan,Wyant,Freshman,P/U,22,20,4,16,0,18,105,223,217,125,77,58,3.87,3,8.33,Columbia-Greene,3
3,Hailey,Lasher,Freshman,P/U,3,2,0,2,0,1,7,24,40,31,20,2,2,0,31,Columbia-Greene,3
33,Victoria,Douglass,Freshman,1B,1,0,0,0,0,0,3,4,6,6,9,0,0,1,14,Columbia-Greene,3
30,Kersten,Keeler,Freshman,IF,1,1,0,1,0,0,3,12,14,11,2,0,0,2,25.67,Columbia-Greene,3
23,Jayden,Hill,Sophomore,P/IF,33,17,21,4,1,14,157.2,138,97,64,69,177,7.86,13,2.84,Corning,3
14,Ciaran,Iglesias,Freshman,P/IF,18,8,10,2,0,2,68.1,86,77,59,64,56,5.74,8,6.04,Corning,3
15,Marley,Lippitt,Freshman,,18,6,3,2,0,2,47.2,65,46,45,22,41,6.02,6,6.61,Corning,3
13,Grace,Vondracek,Sophomore,Utility,1,0,0,0,0,0,1,3,3,3,3,2,14,0,21,Corning,3
44,Samantha,Heppel,Sophomore,,17,17,5,12,0,14,88.1,156,142,84,58,123,9.75,8,6.66,Erie,3
1,Julia,Kilonsky,Sophomore,C,2,0,0,0,0,0,3.1,7,13,12,8,2,4.2,0,25.2,Erie,3
11,Emily,Belile,Sophomore,C,3,1,0,0,0,1,2,1,6,3,4,1,3.5,0,10.5,Erie,3
22,Reagan,Seelye,Sophomore,P/INF,20,16,8,9,0,15,95.1,142,110,89,42,63,4.63,3,6.53,Finger Lakes,3
24,Aubrey,Roberts,Freshman,LF,14,14,6,7,0,10,64.2,108,87,74,23,42,4.55,5,8.01,Finger Lakes,3
7,Madeline,Lerro,Freshman,,1,0,0,0,0,0,2,3,1,1,1,3,10.5,0,3.5,Finger Lakes,3
8,Marissa,Cash,Sophomore,,22,15,3,10,0,10,101.2,226,175,132,24,53,3.65,6,9.09,Genesee,3
3,Faith,Oberther,Freshman,P,12,3,0,5,0,2,33.1,64,70,44,15,11,2.31,8,9.24,Genesee,3
2,Kodi,Beehler,Freshman,,6,4,0,4,0,3,19.2,57,66,50,31,10,3.56,2,17.8,Genesee,3
7,Madison,Prior,Sophomore,P/1B,27,19,17,3,2,18,137,118,89,55,122,168,8.58,2,2.81,Herkimer,3
11,Jordan,Cole,Sophomore,P,19,17,10,4,0,8,79.2,86,60,42,20,53,4.66,7,3.69,Herkimer,3
14,Angeline,Montanez,Sophomore,OF/P,5,0,0,0,2,0,7,13,10,8,2,11,11,2,8,Herkimer,3
18,Carly,Gemmett,Sophomore,P/OF,29,21,15,7,0,16,142,137,89,68,78,195,9.61,7,3.35,Hudson Valley,3
25,Katie,Mannis,Sophomore,Util/P,19,14,6,7,0,6,74.1,98,80,51,58,37,3.48,3,4.8,Hudson Valley,3
0,Gianna,Bucciero,Sophomore,Inf/P,8,3,0,3,0,0,10.2,32,49,41,28,6,3.94,1,26.91,Hudson Valley,3
8,Jamaladie,Pacheco,Freshman,,6,5,0,5,0,5,29.2,59,60,42,16,11,2.6,2,9.91,Jamestown,3
2,Lindsey,Spitz,Freshman,,7,7,0,7,0,4,26.2,75,107,66,31,9,2.36,14,17.32,Jamestown,3
15,Desiree,Nelson,Freshman,,5,4,0,4,0,3,17.1,37,62,28,29,4,1.62,4,11.31,Jamestown,3
5,Emma,Lindsey,Freshman,2B,2,0,0,0,0,0,4.2,6,5,3,4,2,3,0,4.5,Jamestown,3
30,Emily,Birmingham,Freshman,P/INF,22,19,13,8,0,16,122.2,95,69,55,63,146,8.33,12,3.14,Jefferson (NY),3
25,Rachael,Shackleton,Sophomore,P/1B/OF,22,19,10,7,1,16,115.1,126,81,57,55,128,7.77,3,3.46,Jefferson (NY),3
20,Kiannah,Ward,Freshman,OF,1,0,0,0,0,0,0,0,4,4,4,0,0,0,Inf,Jefferson (NY),3
12,Alivia,Neff,Sophomore,NA,23,20,7,3,0,17,113.1,108,102,69,54,121,7.47,10,4.26,Mohawk Valley,3
11,Kendall,Darling,Freshman,NA,12,8,3,1,0,6,53,66,46,33,14,37,4.89,8,4.36,Mohawk Valley,3
13,Samantha,Mackey,Freshman,NA,3,3,1,0,0,1,8,13,18,15,10,2,1.75,2,13.13,Mohawk Valley,3
22,Abigail,Dewar,Freshman,NA,2,1,0,0,0,1,6,17,17,14,3,1,1.17,5,16.33,Mohawk Valley,3
14,Riley,Bishop,Freshman,NA,16,13,5,7,0,11,93,94,76,62,25,70,5.27,7,4.67,Monroe CC,3
12,Allie,Schwerthoffer,Freshman,NA,18,17,7,6,0,14,92.1,118,82,64,32,84,6.37,5,4.85,Monroe CC,3
4,Leah,Bailey,Freshman,P,28,20,16,4,1,17,136.2,182,107,62,23,83,4.25,8,3.18,Niagara County,3
7,Emma,Rozborski,Freshman,P,23,19,11,9,0,14,110,151,120,75,55,102,6.49,8,4.77,Niagara County,3
33,Maggiemay,Murrins,Sophomore,C/P,4,4,0,3,0,1,15.1,25,27,14,10,5,2.28,1,6.39,Niagara County,3
2,Trista,DeLong,Sophomore,P/OF,29,16,6,8,0,9,110.1,166,123,66,62,109,6.92,5,4.19,Onondaga,3
8,Bianca,DeSellems,Freshman,P/IF,18,9,5,6,0,3,61.1,83,69,44,46,59,6.73,4,5.02,Onondaga,3
27,Aubrey,Fraher,Freshman,P/OF,12,6,0,3,0,0,37.1,50,45,29,24,20,3.75,2,5.44,Onondaga,3
17,Olivia,Colgan,Freshman,P/C/IF,13,8,4,1,0,1,31,48,37,23,15,22,4.97,2,5.19,Onondaga,3
12,Sarah,McCauliffe,Freshman,,12,10,4,6,0,10,74,84,54,43,15,62,5.86,2,4.07,SUNY Adirondack,3
4,Sophie,Reed,Sophomore,P/2nd,10,9,2,8,0,9,52,55,53,22,16,38,5.12,4,2.96,SUNY Adirondack,3
5,Jenna,Gaisford,Sophomore,P/U,15,12,1,5,0,5,56.2,103,96,57,33,47,5.81,6,7.04,SUNY Broome,3
17,Alana,Espinoza,Freshman,P/IF,12,10,2,4,0,4,45,72,74,42,24,49,7.62,1,6.53,SUNY Broome,3
27,Keira,Warwick,Sophomore,P/IF,11,2,0,0,1,1,32,60,52,34,9,17,3.72,1,7.44,SUNY Broome,3
3,Gabby,Foley,Freshman,P,25,24,1,23,0,24,116,231,365,261,217,41,2.47,20,15.75,Tompkins Cortland,3
1,Abby,Foley,Freshman,Util,1,1,0,1,0,0,2,4,13,11,11,0,0,0,38.5,Tompkins Cortland,3
10,Amber,Dasenbrock,Sophomore,NA,24,17,13,1,2,14,122.1,129,75,54,20,129,7.38,2,3.09,DuPage,3
1,Chloe,Warren,Sophomore,NA,11,10,4,2,0,6,58.2,97,68,47,19,22,2.63,1,5.61,DuPage,3
12,Paige,Jahaske,Sophomore,NA,13,8,3,0,0,1,41,53,43,34,15,16,2.73,1,5.8,DuPage,3
18,Olivia,Terek,Freshman,NA,7,1,0,2,0,1,14.2,31,25,19,11,9,4.3,0,9.07,DuPage,3
5,Grace,Walker,Freshman,NA,2,1,0,0,0,0,3.2,16,15,7,2,2,3.82,0,13.36,DuPage,3
13,Carlee,Baker,Sophomore,NA,1,0,0,0,0,0,1,0,3,1,2,1,7,0,7,DuPage,3
3,Olivia,Gould,Freshman,P/OF,15,13,2,9,0,9,68.1,174,153,116,41,15,1.54,15,11.88,Harper,3
11,Karli,Breuchel,Freshman,LHP/OF,11,9,3,5,0,5,47,107,89,78,18,12,1.79,16,11.62,Harper,3
17,Taylor,Goudschaal,Freshman,IF,4,0,0,0,0,0,6,16,10,7,4,0,0,0,8.17,Harper,3
9,Tessa,Freedman,Freshman,IF/P,4,0,0,0,0,0,5,15,12,8,6,4,5.6,1,11.2,Harper,3
13,Natalie,Tatera,Sophomore,P/UT,29,4,8,8,1,1,100.2,125,89,59,34,78,5.42,7,4.1,Joliet,3
8,Ella,White,Freshman,P,25,0,8,3,1,0,68.2,104,66,50,32,54,5.5,8,5.1,Joliet,3
7,Megan,Hrabe,Freshman,P,21,0,4,3,1,0,55.1,82,70,54,38,42,5.31,5,6.83,Joliet,3
10,Jada,Aguirre,Sophomore,P/MIF,16,1,3,1,1,0,48,62,38,28,6,33,4.81,1,4.08,Joliet,3
28,Gianvanna,Colletti,Sophomore,P,14,0,3,1,1,0,34.2,77,47,41,1,12,2.42,9,8.28,Joliet,3
17,Kaitlin,Jasper,Freshman,P,11,0,2,1,2,0,21.1,31,22,11,7,8,2.63,2,3.61,Joliet,3
30,Isabelle,Curry,Freshman,RHP,27,26,17,6,1,12,143,119,79,67,69,204,9.99,10,3.28,Caldwell Tech,3
33,Kylie,Reid,Sophomore,RHP,27,14,9,7,1,6,104,128,73,61,37,39,2.63,5,4.11,Caldwell Tech,3
10,Elizabeth,Noble,Freshman,RHP,17,2,1,1,6,0,36.1,69,36,29,3,7,1.35,2,5.59,Caldwell Tech,3
3,Lauren,Anderson,Sophomore,INF/RHP,4,4,2,2,0,1,19,19,9,4,6,22,8.11,0,1.47,Caldwell Tech,3
16,Kaylee,Redwine,Sophomore,INF,1,1,0,0,0,0,1,5,4,4,1,1,7,0,28,Caldwell Tech,3
28,Ashley,Antonio,Freshman,C/INF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Caldwell Tech,3
5,Kelsey,Simpson,Rookie,P/OF,1,0,0,1,0,0,6,12,9,7,4,2,2.33,0,8.17,Camp,3
14,Mia,Benton,Veteran,P/1B,1,0,0,1,0,0,3,9,11,6,5,0,0,0,14,Camp,3
23,Addie,Montgomery,Sophomore,Utility,1,0,0,0,0,0,0,1,5,0,4,0,0,0,0,Camp,3
18,Morgan,Strickland,Freshman,RHP/IF,27,2,15,8,1,1,120.1,122,70,51,32,87,5.06,15,2.97,Patrick &amp; Henry,3
22,Summer,Anderson,Sophomore,RHP/IF,27,2,9,4,0,0,115.1,139,97,63,39,52,3.16,6,3.82,Patrick &amp; Henry,3
8,Jayden,Keatts,Sophomore,RHP/IF,13,0,1,2,0,0,23,41,31,24,14,11,3.35,2,7.3,Patrick &amp; Henry,3
12,Abbigail,Draughn,Sophomore,NA,30,25,15,8,0,16,152.1,136,81,55,38,166,7.63,5,2.53,Surry,3
10,Megan,Atkins,Sophomore,NA,20,20,11,4,0,14,113.2,117,74,51,30,79,4.87,4,3.14,Surry,3
9,Carlee,Jones,Freshman,NA,13,3,2,1,3,1,31,51,30,24,13,16,3.61,0,5.42,Surry,3
20,Rachel,Cooke,Sophomore,NA,1,0,0,0,0,0,1.1,3,5,3,4,0,0,0,15.75,Surry,3
22,Maegan,Banks,Freshman,NA,1,0,0,1,0,0,1,2,4,4,2,0,0,1,28,Surry,3
2,Lakin,Fryzel,Sophomore,P/1B,30,24,9,3,0,17,174,132,68,57,44,232,9.33,9,2.29,Delta,3
3,Alyssa,Beechler,Sophomore,P/3B,20,12,1,3,1,7,67,113,111,88,60,31,3.24,10,9.19,Delta,3
10,Karleigh,McBride,Sophomore,2B/OF,4,1,0,0,0,1,9.1,20,25,19,13,2,1.5,2,14.25,Delta,3
1,Cheyanne,Hoody,Freshman,,1,0,0,0,0,0,1,4,4,4,1,0,0,2,28,Delta,3
1,Khloey,Hutton,Sophomore,LHP,20,14,3,4,0,5,85,122,83,63,23,78,6.42,1,5.19,Owens,3
5,Breanna,Huffman,Freshman,P/IF,15,11,2,3,0,4,62,105,74,60,36,50,5.65,2,6.77,Owens,3
14,Morgan,Ward,Freshman,1B/P,18,5,0,0,0,2,47.2,61,63,37,35,56,8.22,2,5.43,Owens,3
9,Kennedy,Ryan,Sophomore,3B/RHP,4,0,0,0,0,0,10,13,9,8,5,7,4.9,0,5.6,Owens,3
2,Kennedy,Hill,Freshman,P/UT,1,0,0,0,0,0,1,4,2,2,0,0,0,0,14,Owens,3
5,Molly,Gross,Sophomore,P/IF,26,24,18,5,0,22,139,100,53,28,33,204,10.27,7,1.41,Anoka-Ramsey,3
11,Lyla,Galli,Sophomore,IF/P,20,15,13,3,1,14,90,122,65,50,12,66,5.13,7,3.89,Anoka-Ramsey,3
12,Maddie,Bottineau,Sophomore,P/2B,14,12,9,3,0,8,62,79,52,37,22,72,8.13,4,4.18,Anoka-Ramsey,3
2,Marissa,Callahan,Sophomore,P/IF,16,10,6,6,1,9,75.2,85,45,27,10,87,8.05,9,2.5,Central Lakes,3
7,Jill,Thompson,Freshman,P/IF,14,13,6,5,0,7,65.2,98,62,45,18,46,4.9,9,4.8,Central Lakes,3
8,Emma,Tautges,Freshman,P/IF,11,8,3,5,1,6,42.2,61,44,21,6,32,5.25,6,3.45,Central Lakes,3
25,Lilianna,Valdivia,Sophomore,P/UT,15,13,1,12,0,6,52,129,135,88,19,21,2.83,13,11.85,Dakota-Bottineau,3
43,Hannah,Funk,Freshman,P/OF,15,4,1,4,1,1,34,87,82,56,8,14,2.88,8,11.53,Dakota-Bottineau,3
1,Brooklynn,Hartman,Sophomore,P/UT,8,7,0,5,0,4,29,75,68,38,5,7,1.69,1,9.17,Dakota-Bottineau,3
10,Sofie,Anderson,Sophomore,P/U,7,7,0,2,0,7,36,88,99,67,32,16,3.11,5,13.03,Minnesota North College - Hibbing,3
1,Kaija,Gams,Sophomore,SS/C,4,3,0,1,0,3,10,13,32,20,35,1,0.7,1,14,Minnesota North College - Hibbing,3
15,Athena,Dunham,Sophomore,C/P,1,1,0,0,0,0,4,5,0,12,10,0,0,0,21,Minnesota North College - Hibbing,3
4,Lexi,Carroll,Freshman,OF/INF,1,1,0,0,0,0,3,4,13,13,6,0,0,0,30.33,Minnesota North College - Hibbing,3
2,Hannah,Hodgman,Freshman,OF,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Minnesota North College - Hibbing,3
